policy_number,transaction_type,policy_status,policy_issuance_type,policy_term_yrs,product_uin,product_name,plan_name,member_id,vehicle_id,policy_type,policy_procurement_area,policy_issue_date,policy_start_date,policy_end_date,policy_expiry_date,policy_cancellation_termination_date,policy_renewal_indicator,previous_policy_number,first_policy_number,joining_date,renewal_date,total_premium_amt,od_premium_amt,tp_premium_amt,premium_loading_indicator,loading_description,total_loading_amount,premium_paid_till_date,sum_insured_amt,insured_declared_value_amt,basic_premium_rate,no_claim_bonus,deductible_compulsory_amt,deductible_voluntary_amt,zero_depreciation_flag,engine_protect_flag,rti_flag,roadside_assist_flag,key_protect_flag,pa_other_driver_flag,pa_paid_driver_flag,pa_passenger_flag,pa_owner_driver_limit_amt,distribution_channel,agent_id,partner_id,underwriting_approval_id,payment_frequency,covered_vehicle_usage,insurer_proposer_id,proposer_id,proposer_risk_commencement_date,proposer_risk_end_date,proposer_mobile_no
POL-0012482,NB,Terminated (TM),Standard (S),1,UIN-989,Motor Insurance,Third-Party,MEM-12235,VEH-14640,Third-Party Only,Urban,2024-07-01,2024-07-01,2025-07-01,2025-07-04,2025-07-01,X,,POL-0012482,2024-07-01,,4169.5,0.0,4169.5,N,,0.0,4169.5,422610.58,422610.58,0.0181929283630006,0,700,0,0,0,0,0,0,1,0,1,1500000,Direct Online,AG-1716,PT-1216,UW-1700,Annually,Private,IP-12822,MEM-12235,2024-07-01,2025-07-01,98154778332
POL-0012483,PR,Expired (XP),Underwritten (U),1,UIN-996,Motor Insurance,Standalone OD,MEM-11881,VEH-14367,Stand-alone OD,Urban,2024-05-11,2024-05-11,2025-05-11,2025-05-12,,N,POL-8788237,POL-9438254,2024-05-11,,19789.55,19789.55,0.0,N,,0.0,19789.55,625471.89,625471.89,0.0316393954446722,0,500,2000,0,0,0,1,0,0,0,0,1500000,Bancassurance,AG-1069,PT-1397,UW-1265,Annually,Private,IP-49599,MEM-11881,2024-05-11,2025-05-11,98587280129
POL-0012484,PR,In Force (IF),Underwritten (U),1,UIN-203,Motor Insurance,Comprehensive,MEM-11551,VEH-14133,Comprehensive,Urban,2025-05-25,2025-05-25,2026-05-25,2026-05-31,,Y,POL-8982039,POL-5739944,2025-05-25,2026-05-25,19207.78,12296.03,6911.75,N,,0.0,19207.78,389039.77,389039.77,0.0421414400988388,25,700,0,1,1,0,1,1,0,1,1,1500000,Broker,AG-1969,PT-1752,UW-1740,Annually,Private,IP-94784,MEM-11551,2025-05-25,2026-05-25,98775163679
POL-0012485,NB,In Force (IF),Standard (S),1,UIN-903,Motor Insurance,Standalone OD,MEM-12327,VEH-10279,Stand-alone OD,Urban,2025-02-11,2025-02-11,2026-02-11,2026-02-13,,Y,,POL-0012485,2025-02-11,2026-02-11,12884.36,12884.36,0.0,N,,0.0,12884.36,450978.02,450978.02,0.0285698146242454,0,0,2000,0,0,0,1,0,0,0,0,1500000,Direct Online,AG-1883,PT-1634,UW-1872,Annually,Private,IP-35551,MEM-12327,2025-02-11,2026-02-11,97008941521
POL-0012486,PR,In Force (IF),Underwritten (U),1,UIN-225,Motor Insurance,Comprehensive,MEM-13423,VEH-12005,Comprehensive,Metro,2025-01-30,2025-01-30,2026-01-30,2026-02-05,,Y,POL-7142961,POL-8569931,2025-01-30,2026-01-30,4317.22,2592.84,1724.38,N,,0.0,4317.22,294792.13,294792.13,0.0175909722857637,50,700,0,0,0,0,1,1,0,0,1,1500000,Bancassurance,AG-1468,PT-1951,UW-1329,Half-Yearly,Private,IP-35519,MEM-13423,2025-01-30,2026-01-30,99918632820
POL-0012487,PR,In Force (IF),Standard (S),1,UIN-782,Motor Insurance,Third-Party,MEM-12095,VEH-12370,Third-Party Only,Urban,2025-09-09,2025-09-09,2026-09-09,2026-09-12,,Y,POL-5519821,POL-9468540,2025-09-09,2026-09-09,2815.84,0.0,2815.84,X,,0.0,2815.84,574547.97,574547.97,0.0344960733759839,35,0,0,0,0,0,0,0,1,1,1,1500000,Broker,AG-1747,PT-1308,UW-1627,Annually,Private,IP-78832,MEM-12095,2025-09-09,2026-09-09,97530015566
POL-0012488,PR,In Force (IF),Underwritten (U),1,UIN-144,Motor Insurance,Standalone OD,MEM-10682,VEH-14850,Stand-alone OD,Urban,2025-07-30,2025-07-30,2026-07-30,2026-08-06,,Y,POL-5656806,POL-8097223,2025-07-30,2026-07-30,14784.99,13312.51,0.0,Y,Young driver surcharge,1472.48,14784.99,644917.68,644917.68,0.0275229152859161,25,1000,2000,0,0,0,1,1,1,0,1,1500000,Agent,AG-1061,PT-1104,UW-1393,Annually,Private,IP-34573,MEM-10682,2025-07-30,2026-07-30,99099028246
POL-0012489,PR,Expired (XP),Underwritten (U),1,UIN-731,Motor Insurance,Comprehensive,MEM-10988,VEH-13573,Comprehensive,Urban,2023-12-09,2023-12-09,2024-12-08,2024-12-08,,N,POL-6835017,POL-5231934,2023-12-09,,17091.67,10817.79,6273.88,X,,0.0,17091.670000000002,625675.85,625675.85,0.0172897705143531,0,1000,1000,1,0,1,1,1,1,0,0,1500000,Agent,AG-1692,PT-1509,UW-1744,Annually,Private,IP-47862,MEM-10988,2023-12-09,2024-12-08,97361870119
POL-0012490,PR,Terminated (TM),Standard (S),1,UIN-209,Motor Insurance,Third-Party,MEM-12784,VEH-12231,Third-Party Only,Urban,2024-06-05,2024-06-05,2025-06-05,2025-06-05,2025-06-05,X,POL-5014086,POL-9075374,2024-06-05,,4666.36,0.0,4362.22,Y,High risk zone,304.14,4666.360000000001,397916.57,397916.57,0.0408708860155589,0,0,0,0,0,0,0,1,1,1,1,1500000,Direct Online,AG-1982,PT-1337,UW-1812,Annually,Private,IP-52061,MEM-12784,2024-06-05,2025-06-05,97171070118
POL-0012491,PR,In Force (IF),Standard (S),1,UIN-428,Motor Insurance,Third-Party,MEM-12469,VEH-12234,Third-Party Only,Rural,2024-11-03,2024-11-03,2025-11-03,2025-11-06,,Y,POL-9525339,POL-1623254,2024-11-03,2025-11-03,5582.67,0.0,5582.67,N,,0.0,5582.67,437311.67,437311.67,0.0253471508101863,25,1000,0,0,0,0,0,0,1,1,1,1500000,Bancassurance,AG-1141,PT-1462,UW-1605,Monthly,Private,IP-69237,MEM-12469,2024-11-03,2025-11-03,98803395679
POL-0012492,PR,In Force (IF),Underwritten (U),1,UIN-813,Motor Insurance,Third-Party,MEM-12517,VEH-13426,Third-Party Only,Rural,2025-08-23,2025-08-23,2026-08-23,2026-08-27,,Y,POL-3844338,POL-5383799,2025-08-23,2026-08-23,4968.76,0.0,4968.76,X,,0.0,4968.76,237524.78,237524.78,0.0192982964121388,50,0,0,0,0,0,1,1,0,0,1,1500000,Broker,AG-1139,PT-1001,UW-1548,Annually,Private,IP-74708,MEM-12517,2025-08-23,2026-08-23,99492035371
POL-0012493,PR,In Force (IF),Underwritten (U),1,UIN-893,Motor Insurance,Comprehensive,MEM-11669,VEH-13365,Comprehensive,Rural,2025-08-09,2025-08-09,2026-08-09,2026-08-10,,Y,POL-4335800,POL-7322224,2025-08-09,2026-08-09,14621.41,11471.74,3149.67,N,,0.0,14621.41,547484.87,547484.87,0.0322361889967903,35,1000,1000,1,0,1,1,0,0,1,1,1500000,Agent,AG-1955,PT-1656,UW-1297,Annually,Private,IP-36137,MEM-11669,2025-08-09,2026-08-09,97397841274
POL-0012494,NB,Expired (XP),Underwritten (U),1,UIN-516,Motor Insurance,Standalone OD,MEM-10070,VEH-14959,Stand-alone OD,Urban,2024-01-03,2024-01-03,2025-01-02,2025-01-06,,N,,POL-0012494,2024-01-03,,9405.87,9405.87,0.0,X,,0.0,9405.87,546865.97,546865.97,0.0171995962833547,0,0,1500,0,0,0,1,0,0,0,1,1500000,Agent,AG-1713,PT-1602,UW-1099,Half-Yearly,Private,IP-63623,MEM-10070,2024-01-03,2025-01-02,97955293743
POL-0012495,NB,In Force (IF),Standard (S),1,UIN-572,Motor Insurance,Standalone OD,MEM-10379,VEH-11150,Stand-alone OD,Metro,2025-10-07,2025-10-07,2026-10-07,2026-10-11,,Y,,POL-0012495,2025-10-07,2026-10-07,27310.04,27310.04,0.0,X,,0.0,27310.04,726698.91,726698.91,0.0375809527736762,0,700,1000,0,0,0,1,0,1,0,1,1500000,Broker,AG-1980,PT-1256,UW-1665,Annually,Private,IP-55298,MEM-10379,2025-10-07,2026-10-07,97373917250
POL-0012496,NB,In Force (IF),Underwritten (U),1,UIN-257,Motor Insurance,Third-Party,MEM-10420,VEH-12797,Third-Party Only,Metro,2025-06-04,2025-06-04,2026-06-04,2026-06-08,,Y,,POL-0012496,2025-06-04,2026-06-04,3675.06,0.0,3675.06,N,,0.0,3675.06,674357.17,674357.17,0.0230601384831967,0,1000,0,0,0,0,1,0,1,0,0,1500000,Direct Online,AG-1183,PT-1629,UW-1927,Annually,Private,IP-25337,MEM-10420,2025-06-04,2026-06-04,99528119618
POL-0012497,PR,In Force (IF),Underwritten (U),1,UIN-303,Motor Insurance,Standalone OD,MEM-10722,VEH-14132,Stand-alone OD,Urban,2025-07-31,2025-07-31,2026-07-31,2026-08-03,,Y,POL-9677253,POL-2258945,2025-07-31,2026-07-31,5031.18,4531.87,0.0,Y,Young driver surcharge,499.31,5031.18,396354.12,396354.12,0.0207889090579309,45,700,0,0,0,0,1,0,0,0,1,1500000,Direct Online,AG-1689,PT-1602,UW-1875,Annually,Private,IP-53292,MEM-10722,2025-07-31,2026-07-31,98568959331
POL-0012498,NB,In Force (IF),Standard (S),1,UIN-193,Motor Insurance,Standalone OD,MEM-10487,VEH-14848,Stand-alone OD,Metro,2025-04-19,2025-04-19,2026-04-19,2026-04-19,,Y,,POL-0012498,2025-04-19,2026-04-19,15878.5,15878.5,0.0,N,,0.0,15878.5,589133.7,589133.7,0.0269522928448708,0,500,1500,0,0,0,0,0,1,0,1,1500000,Direct Online,AG-1982,PT-1634,UW-1430,Annually,Private,IP-40861,MEM-10487,2025-04-19,2026-04-19,99851235556
POL-0012499,NB,Expired (XP),Standard (S),1,UIN-811,Motor Insurance,Comprehensive,MEM-13237,VEH-12858,Comprehensive,Urban,2023-12-20,2023-12-20,2024-12-19,2024-12-20,,N,,POL-0012499,2023-12-20,,36986.0,34375.24,2610.76,N,,0.0,36986.0,1073863.62,1073863.62,0.0320108036305191,0,0,1500,1,0,0,1,0,1,0,0,1500000,Agent,AG-1798,PT-1427,UW-1880,Annually,Private,IP-17734,MEM-13237,2023-12-20,2024-12-19,98415453994
POL-0012500,NB,In Force (IF),Underwritten (U),1,UIN-176,Motor Insurance,Comprehensive,MEM-11410,VEH-13055,Comprehensive,Rural,2025-01-16,2025-01-16,2026-01-16,2026-01-20,,Y,,POL-0012500,2025-01-16,2026-01-16,16528.05,10533.14,5994.91,X,,0.0,16528.05,590889.36,590889.36,0.017825914352271,0,700,1500,0,1,0,0,0,1,0,1,1500000,Direct Online,AG-1145,PT-1784,UW-1670,Annually,Private,IP-76178,MEM-11410,2025-01-16,2026-01-16,97512428201
POL-0012501,PR,In Force (IF),Underwritten (U),1,UIN-736,Motor Insurance,Third-Party,MEM-11432,VEH-10524,Third-Party Only,Urban,2025-09-20,2025-09-20,2026-09-20,2026-09-21,,Y,POL-4470862,POL-4284244,2025-09-20,2026-09-20,4777.2,0.0,4777.2,N,,0.0,4777.2,408423.69,408423.69,0.0361536372805271,50,700,0,0,0,0,0,0,1,1,0,1500000,Broker,AG-1504,PT-1002,UW-1646,Annually,Private,IP-21121,MEM-11432,2025-09-20,2026-09-20,97044265093
POL-0012502,PR,In Force (IF),Standard (S),1,UIN-823,Motor Insurance,Standalone OD,MEM-13351,VEH-11835,Stand-alone OD,Rural,2024-11-27,2024-11-27,2025-11-27,2025-12-04,,Y,POL-2327568,POL-5026923,2024-11-27,2025-11-27,11304.05,11304.05,0.0,N,,0.0,11304.05,334704.72,334704.72,0.0422164937747771,20,500,2000,0,0,0,0,0,1,0,0,1500000,Agent,AG-1067,PT-1978,UW-1603,Annually,Private,IP-37300,MEM-13351,2024-11-27,2025-11-27,99110448889
POL-0012503,NB,In Force (IF),Underwritten (U),1,UIN-260,Motor Insurance,Third-Party,MEM-10265,VEH-11295,Third-Party Only,Urban,2025-02-11,2025-02-11,2026-02-11,2026-02-14,,Y,,POL-0012503,2025-02-11,2026-02-11,5468.96,0.0,5468.96,X,,0.0,5468.96,492022.85,492022.85,0.0358643509368468,0,0,0,0,0,0,0,1,1,1,1,1500000,Broker,AG-1209,PT-1124,UW-1817,Annually,Private,IP-45927,MEM-10265,2025-02-11,2026-02-11,98914811461
POL-0012504,PR,Expired (XP),Standard (S),1,UIN-158,Motor Insurance,Comprehensive,MEM-10442,VEH-14928,Comprehensive,Urban,2024-01-30,2024-01-30,2025-01-29,2025-01-29,,N,POL-7647497,POL-8922612,2024-01-30,,22031.99,17520.7,4511.29,X,,0.0,22031.99,538951.69,538951.69,0.0325088580376802,0,0,2000,1,1,1,1,0,0,1,1,1500000,Agent,AG-1366,PT-1357,UW-1820,Annually,Private,IP-24536,MEM-10442,2024-01-30,2025-01-29,99270875457
POL-0012505,NB,Expired (XP),Standard (S),1,UIN-426,Motor Insurance,Comprehensive,MEM-10041,VEH-10511,Comprehensive,Urban,2024-04-04,2024-04-04,2025-04-04,2025-04-07,,N,,POL-0012505,2024-04-04,,15261.51,12001.05,3260.46,X,,0.0,15261.509999999998,368550.93,368550.93,0.0325627879695068,0,500,1000,0,1,0,1,0,1,1,1,1500000,Broker,AG-1740,PT-1644,UW-1477,Annually,Private,IP-73863,MEM-10041,2024-04-04,2025-04-04,99528320809
POL-0012506,NB,In Force (IF),Standard (S),1,UIN-630,Motor Insurance,Comprehensive,MEM-11307,VEH-13662,Comprehensive,Urban,2025-03-17,2025-03-17,2026-03-17,2026-03-21,,Y,,POL-0012506,2025-03-17,2026-03-17,36709.02,29724.94,4141.27,Y,Young driver surcharge,2842.81,36709.02,1310927.67,1310927.67,0.0226747397167553,0,700,1500,0,1,0,0,0,1,0,0,1500000,Broker,AG-1440,PT-1881,UW-1015,Annually,Private,IP-37566,MEM-11307,2025-03-17,2026-03-17,99469786392
POL-0012507,PR,In Force (IF),Underwritten (U),1,UIN-989,Motor Insurance,Standalone OD,MEM-10820,VEH-14992,Stand-alone OD,Urban,2025-08-07,2025-08-07,2026-08-07,2026-08-12,,Y,POL-5905239,POL-4473352,2025-08-07,2026-08-07,4678.07,4450.56,0.0,Y,High risk zone,227.51,4678.070000000001,473529.46,473529.46,0.0170885361085857,45,0,1000,0,0,0,0,0,1,1,1,1500000,Broker,AG-1408,PT-1026,UW-1245,Annually,Private,IP-88639,MEM-10820,2025-08-07,2026-08-07,97398209673
POL-0012508,PR,In Force (IF),Underwritten (U),1,UIN-768,Motor Insurance,Comprehensive,MEM-11944,VEH-14363,Comprehensive,Urban,2025-08-19,2025-08-19,2026-08-19,2026-08-20,,Y,POL-2768065,POL-6634567,2025-08-19,2026-08-19,10671.3,6600.54,4070.76,X,,0.0,10671.3,497161.66,497161.66,0.0241390013876328,45,1000,2000,0,0,1,1,0,0,1,0,1500000,Agent,AG-1029,PT-1989,UW-1135,Annually,Private,IP-39530,MEM-11944,2025-08-19,2026-08-19,99934251698
POL-0012509,PR,In Force (IF),Underwritten (U),1,UIN-805,Motor Insurance,Standalone OD,MEM-12837,VEH-10353,Stand-alone OD,Urban,2025-07-26,2025-07-26,2026-07-26,2026-07-31,,Y,POL-1098894,POL-9462564,2025-07-26,2026-07-26,10303.5,10303.5,0.0,N,,0.0,10303.5,804656.8,804656.8,0.0256096723840221,50,1000,0,0,0,0,1,0,0,1,1,1500000,Bancassurance,AG-1918,PT-1099,UW-1454,Annually,Private,IP-53854,MEM-12837,2025-07-26,2026-07-26,99446803994
POL-0012510,PR,In Force (IF),Standard (S),1,UIN-744,Motor Insurance,Standalone OD,MEM-10644,VEH-12540,Stand-alone OD,Urban,2024-11-02,2024-11-02,2025-11-02,2025-11-08,,Y,POL-6628380,POL-4903902,2024-11-02,2025-11-02,27427.09,25749.8,0.0,Y,NCB declaration error,1677.29,27427.09,1450669.88,1450669.88,0.0221878526611803,20,700,0,0,0,0,1,0,0,0,1,1500000,Bancassurance,AG-1619,PT-1937,UW-1722,Annually,Private,IP-90462,MEM-10644,2024-11-02,2025-11-02,98933039565
POL-0012511,NB,In Force (IF),Standard (S),1,UIN-658,Motor Insurance,Standalone OD,MEM-10603,VEH-11545,Stand-alone OD,Urban,2024-11-19,2024-11-19,2025-11-19,2025-11-21,,Y,,POL-0012511,2024-11-19,2025-11-19,33546.53,31306.08,0.0,Y,NCB declaration error,2240.45,33546.53,707505.0,707505.0,0.0442485569920923,0,700,1500,0,0,0,0,0,1,1,1,1500000,Bancassurance,AG-1095,PT-1514,UW-1109,Annually,Private,IP-59630,MEM-10603,2024-11-19,2025-11-19,98459104836
POL-0012512,NB,In Force (IF),Underwritten (U),1,UIN-793,Motor Insurance,Third-Party,MEM-11912,VEH-11024,Third-Party Only,Metro,2024-11-25,2024-11-25,2025-11-25,2025-11-30,,Y,,POL-0012512,2024-11-25,2025-11-25,4242.69,0.0,4242.69,N,,0.0,4242.69,894138.16,894138.16,0.0432542869526678,0,0,0,0,0,0,0,0,1,0,0,1500000,Broker,AG-1076,PT-1188,UW-1041,Annually,Private,IP-51424,MEM-11912,2024-11-25,2025-11-25,98995138698
POL-0012513,NB,In Force (IF),Underwritten (U),1,UIN-169,Motor Insurance,Comprehensive,MEM-12705,VEH-10234,Comprehensive,Urban,2025-07-06,2025-07-06,2026-07-06,2026-07-11,,Y,,POL-0012513,2025-07-06,2026-07-06,18348.92,14225.03,4123.89,N,,0.0,18348.92,404078.87,404078.87,0.0352035932571572,0,700,1500,0,0,0,1,0,0,0,1,1500000,Broker,AG-1007,PT-1133,UW-1693,Half-Yearly,Private,IP-91781,MEM-12705,2025-07-06,2026-07-06,99649591798
POL-0012514,NB,In Force (IF),Standard (S),1,UIN-804,Motor Insurance,Comprehensive,MEM-10490,VEH-12719,Comprehensive,Urban,2025-07-15,2025-07-15,2026-07-15,2026-07-22,,Y,,POL-0012514,2025-07-15,2026-07-15,9747.66,7845.32,1902.34,N,,0.0,9747.66,476127.2,476127.2,0.0164773530441494,0,500,1000,1,1,0,1,0,1,1,0,1500000,Agent,AG-1748,PT-1067,UW-1417,Annually,Private,IP-40213,MEM-10490,2025-07-15,2026-07-15,98396726948
POL-0012515,NB,In Force (IF),Underwritten (U),1,UIN-678,Motor Insurance,Third-Party,MEM-11178,VEH-12345,Third-Party Only,Metro,2024-10-27,2024-10-27,2025-10-27,2025-10-31,,Y,,POL-0012515,2024-10-27,2025-10-27,5225.62,0.0,4803.14,Y,Young driver surcharge,422.48,5225.620000000001,377839.91,377839.91,0.0216026899783037,0,1000,0,0,0,0,0,0,0,0,1,1500000,Broker,AG-1530,PT-1668,UW-1957,Annually,Private,IP-50742,MEM-11178,2024-10-27,2025-10-27,98177646950
POL-0012516,NB,Expired (XP),Underwritten (U),1,UIN-421,Motor Insurance,Standalone OD,MEM-11671,VEH-14623,Stand-alone OD,Rural,2024-06-25,2024-06-25,2025-06-25,2025-06-28,,N,,POL-0012516,2024-06-25,,19038.71,19038.71,0.0,X,,0.0,19038.71,541816.78,541816.78,0.0351386439781803,0,1000,2000,0,0,0,1,1,0,1,0,1500000,Broker,AG-1174,PT-1095,UW-1850,Annually,Private,IP-84117,MEM-11671,2024-06-25,2025-06-25,99364246873
POL-0012517,NB,Terminated (TM),Underwritten (U),1,UIN-610,Motor Insurance,Standalone OD,MEM-10733,VEH-10707,Stand-alone OD,Urban,2023-12-16,2023-12-16,2024-12-15,2024-12-15,2024-12-15,X,,POL-0012517,2023-12-16,,26482.01,24707.39,0.0,Y,High risk zone,1774.62,26482.01,1072749.79,1072749.79,0.0230318270971283,0,700,0,0,0,0,1,1,0,0,1,1500000,Direct Online,AG-1621,PT-1026,UW-1327,Annually,Private,IP-17652,MEM-10733,2023-12-16,2024-12-15,98767195287
POL-0012518,PR,Terminated (TM),Standard (S),1,UIN-192,Motor Insurance,Standalone OD,MEM-12626,VEH-12567,Stand-alone OD,Metro,2024-05-06,2024-05-06,2025-05-06,2025-05-13,2025-05-06,X,POL-5470749,POL-1213214,2024-05-06,,6975.91,6221.6,0.0,Y,High risk zone,754.31,2695.94,174467.93,174467.93,0.0356604159336938,0,0,0,0,0,0,1,0,0,0,0,1500000,Agent,AG-1203,PT-1820,UW-1402,Half-Yearly,Private,IP-20041,MEM-12626,2024-05-06,2025-05-06,99053693609
POL-0012519,NB,In Force (IF),Standard (S),1,UIN-879,Motor Insurance,Comprehensive,MEM-11159,VEH-14443,Comprehensive,Urban,2025-03-31,2025-03-31,2026-03-31,2026-04-05,,Y,,POL-0012519,2025-03-31,2026-03-31,40799.37,33496.55,4669.61,Y,High risk zone,2633.21,40799.37,762595.72,762595.72,0.0439243894267132,0,0,0,1,1,0,0,1,0,0,1,1500000,Broker,AG-1084,PT-1790,UW-1196,Annually,Private,IP-13908,MEM-11159,2025-03-31,2026-03-31,99446011796
POL-0012520,NB,Expired (XP),Underwritten (U),1,UIN-236,Motor Insurance,Standalone OD,MEM-13400,VEH-12993,Stand-alone OD,Urban,2024-10-01,2024-10-01,2025-10-01,2025-10-04,,N,,POL-0012520,2024-10-01,,22014.2,22014.2,0.0,X,,0.0,22014.2,494485.74,494485.74,0.0445193806209695,0,700,1000,0,0,0,0,0,0,0,1,1500000,Agent,AG-1727,PT-1713,UW-1838,Annually,Private,IP-19560,MEM-13400,2024-10-01,2025-10-01,97281015779
POL-0012521,PR,In Force (IF),Standard (S),1,UIN-973,Motor Insurance,Comprehensive,MEM-13302,VEH-12137,Comprehensive,Urban,2024-11-04,2024-11-04,2025-11-04,2025-11-11,,Y,POL-8649568,POL-3990802,2024-11-04,2025-11-04,40553.26,34017.11,6536.15,N,,0.0,40553.26,1726518.2,1726518.2,0.0262703009688247,25,500,2000,1,0,1,0,0,1,1,1,1500000,Broker,AG-1937,PT-1999,UW-1330,Annually,Private,IP-72843,MEM-13302,2024-11-04,2025-11-04,98984947240
POL-0012522,PR,Expired (XP),Underwritten (U),1,UIN-607,Motor Insurance,Standalone OD,MEM-12490,VEH-11518,Stand-alone OD,Rural,2024-01-30,2024-01-30,2025-01-29,2025-02-04,,N,POL-7523781,POL-9416246,2024-01-30,,18694.66,18694.66,0.0,N,,0.0,18694.66,565566.93,565566.93,0.0330547321894681,0,0,2000,0,0,0,0,1,0,0,0,1500000,Direct Online,AG-1125,PT-1442,UW-1341,Annually,Private,IP-46828,MEM-12490,2024-01-30,2025-01-29,98018196711
POL-0012523,NB,In Force (IF),Underwritten (U),1,UIN-645,Motor Insurance,Standalone OD,MEM-11723,VEH-14818,Stand-alone OD,Urban,2025-09-27,2025-09-27,2026-09-27,2026-09-29,,Y,,POL-0012523,2025-09-27,2026-09-27,7448.66,7039.07,0.0,Y,High risk zone,409.59,7448.66,325524.26,325524.26,0.0216237861886894,0,700,2000,0,0,0,0,0,1,1,0,1500000,Bancassurance,AG-1442,PT-1374,UW-1273,Annually,Private,IP-46688,MEM-11723,2025-09-27,2026-09-27,99124953927
POL-0012524,NB,In Force (IF),Standard (S),1,UIN-464,Motor Insurance,Comprehensive,MEM-12420,VEH-10613,Comprehensive,Rural,2025-10-10,2025-10-10,2026-10-10,2026-10-11,,Y,,POL-0012524,2025-10-10,2026-10-10,14901.27,11272.08,3629.19,X,,0.0,14901.27,419594.52,419594.52,0.0268642186779394,0,700,0,0,0,0,1,0,0,0,0,1500000,Broker,AG-1116,PT-1895,UW-1089,Annually,Private,IP-33016,MEM-12420,2025-10-10,2026-10-10,97347514401
POL-0012525,PR,In Force (IF),Underwritten (U),1,UIN-352,Motor Insurance,Comprehensive,MEM-13133,VEH-10754,Comprehensive,Urban,2025-03-10,2025-03-10,2026-03-10,2026-03-15,,Y,POL-1113651,POL-4214947,2025-03-10,2026-03-10,13146.12,5574.08,6091.28,Y,Young driver surcharge,1480.76,13146.12,428783.72,428783.72,0.0173329759801613,25,1000,0,1,1,0,0,0,1,0,0,1500000,Bancassurance,AG-1945,PT-1979,UW-1468,Annually,Private,IP-26386,MEM-13133,2025-03-10,2026-03-10,99872621340
POL-0012526,NB,In Force (IF),Underwritten (U),1,UIN-501,Motor Insurance,Comprehensive,MEM-11877,VEH-14711,Comprehensive,Urban,2024-12-24,2024-12-24,2025-12-24,2025-12-27,,Y,,POL-0012526,2024-12-24,2025-12-24,17286.97,10015.77,7271.2,X,,0.0,17286.97,451409.43,451409.43,0.0221877638181799,0,0,0,1,0,1,1,1,0,0,0,1500000,Bancassurance,AG-1341,PT-1638,UW-1387,Annually,Private,IP-19616,MEM-11877,2024-12-24,2025-12-24,98333087514
POL-0012527,PR,In Force (IF),Standard (S),1,UIN-626,Motor Insurance,Standalone OD,MEM-13268,VEH-13132,Stand-alone OD,Metro,2024-11-11,2024-11-11,2025-11-11,2025-11-14,,Y,POL-4522377,POL-9184984,2024-11-11,2025-11-11,8995.01,8338.31,0.0,Y,NCB declaration error,656.7,8995.01,489115.02,489115.02,0.0340954997393922,50,1000,1000,0,0,0,0,0,1,1,1,1500000,Broker,AG-1239,PT-1755,UW-1436,Annually,Private,IP-70462,MEM-13268,2024-11-11,2025-11-11,97559790955
POL-0012528,NB,In Force (IF),Underwritten (U),1,UIN-465,Motor Insurance,Third-Party,MEM-10883,VEH-11575,Third-Party Only,Urban,2025-03-14,2025-03-14,2026-03-14,2026-03-14,,Y,,POL-0012528,2025-03-14,2026-03-14,6831.4,0.0,6485.7,Y,NCB declaration error,345.7,6831.4,733685.68,733685.68,0.0282944120421852,0,500,0,0,0,0,0,0,1,1,0,1500000,Agent,AG-1279,PT-1373,UW-1161,Annually,Private,IP-61231,MEM-10883,2025-03-14,2026-03-14,99868571904
POL-0012529,PR,In Force (IF),Standard (S),1,UIN-360,Motor Insurance,Third-Party,MEM-10352,VEH-11547,Third-Party Only,Metro,2025-05-16,2025-05-16,2026-05-16,2026-05-17,,Y,POL-9810320,POL-7437261,2025-05-16,2026-05-16,7112.65,0.0,7112.65,N,,0.0,7112.65,336563.27,336563.27,0.0184113799721011,25,500,0,0,0,0,1,0,0,1,0,1500000,Agent,AG-1300,PT-1045,UW-1401,Annually,Private,IP-14738,MEM-10352,2025-05-16,2026-05-16,97444788749
POL-0012530,PR,In Force (IF),Underwritten (U),1,UIN-555,Motor Insurance,Third-Party,MEM-11670,VEH-12274,Third-Party Only,Metro,2025-10-26,2025-10-26,2026-10-26,2026-10-27,,Y,POL-1212281,POL-3128273,2025-10-26,2026-10-26,4196.66,0.0,4196.66,X,,0.0,4196.66,484972.99,484972.99,0.0353213311641174,25,1000,0,0,0,0,0,0,1,0,1,1500000,Direct Online,AG-1352,PT-1561,UW-1681,Annually,Private,IP-60684,MEM-11670,2025-10-26,2026-10-26,98361748884
POL-0012531,NB,Terminated (TM),Standard (S),1,UIN-350,Motor Insurance,Standalone OD,MEM-11968,VEH-12486,Stand-alone OD,Metro,2024-02-25,2024-02-25,2025-02-24,2025-03-03,2025-02-24,X,,POL-0012531,2024-02-25,,12683.07,11490.76,0.0,Y,Young driver surcharge,1192.31,12683.07,519422.62,519422.62,0.0221221802366517,0,0,2000,0,0,0,0,0,0,1,1,1500000,Direct Online,AG-1680,PT-1690,UW-1622,Annually,Private,IP-21313,MEM-11968,2024-02-25,2025-02-24,97524221474
