damaged_part_key,reference_num,product_index,claim_id,manufacturer_name,model_name,model_variant,num_parts_group_cd,txt_parts_group_name,txt_parts_name,cur_garage_estimate,cur_billed_amount,cur_surveyor_approval,num_tax,cur_tax_amount,num_depreciation,cur_depreciation_amount,cur_net_amount,txt_info1,txt_info2,txt_info3,num_part_code,txt_repair_type,dat_insert_date,surveyor_id,garage_id
DPRT-012972,0898363c-7d82-463a-81fa-b8a9098d9ece,N161521,CLM-01983,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Sealant Front Windshield Glass 1,2546.63,2420.93,2420.93,28.0,677.86,40.0,968.37,2130.42,Rush job,,,385,Replace,2025-11-03,SUR-54,GAR-146
DPRT-012973,c5c9aa7f-8fb0-40e1-ba75-2ef0a99bcc17,N010976,CLM-01984,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Tail Light Right,6911.39,6567.39,6567.39,28.0,1838.87,40.0,2626.96,5779.3,,Customer escalated delay,,336,Replace,2025-11-03,SUR-51,GAR-185
DPRT-012974,294aa31b-114b-41c3-b36e-0eff08c8a78c,N010976,CLM-01984,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Bumper Rear Assembly,8245.39,7571.9,7571.9,28.0,2120.13,40.0,3028.76,6663.27,,Surveyor noted minor scratch,,347,Replace,2025-11-03,SUR-51,GAR-185
DPRT-012975,adbe1345-36eb-4b58-b786-96818bda64af,N010976,CLM-01984,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Skid Plate Bumper Front,6831.86,6450.15,6450.15,28.0,1806.04,40.0,2580.06,5676.13,Pre-existing damage suspected,,,385,Replace,2025-11-03,SUR-51,GAR-185
DPRT-012976,8f6cbee6-42fd-44d8-ad79-d9ba2e9d7ca3,N010976,CLM-01984,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Head Light Left,21709.12,20472.21,20472.21,28.0,5732.22,40.0,8188.88,18015.55,,,,328,Replace,2025-11-03,SUR-51,GAR-185
DPRT-012977,79dd1f2c-0706-4b2b-b8a4-cbaf8c34fe11,N010976,CLM-01984,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Tail Light Left,7168.52,6783.37,6783.37,18.0,1221.01,40.0,2713.35,5291.03,Rush job,Surveyor noted minor scratch,,326,Replace,2025-11-03,SUR-51,GAR-185
DPRT-012978,4f144c5f-35a6-45f1-98c7-986932e72c45,N010976,CLM-01984,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Bumper Front Assembly,6527.29,6010.02,6010.02,18.0,1081.8,40.0,2404.01,4687.81,Part ordered late,,,341,Replace,2025-11-03,SUR-51,GAR-185
DPRT-012979,967626e7-c7f1-4bfb-b604-e74e4940dc1b,N010976,CLM-01984,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Sealant Front Windshield Glass 1,2833.63,2584.98,2584.98,28.0,723.79,40.0,1033.99,2274.78,Part ordered late,Surveyor noted minor scratch,,385,Replace,2025-11-03,SUR-51,GAR-185
DPRT-012980,c3fcf320-95a5-4729-88a9-4c8bb25bdb88,N010976,CLM-01984,HONDA,AMAZE,1.2 SMT i-VTEC,1,Metalic Parts,Fender Panel Front Left,4950.94,4648.45,4648.45,28.0,1301.57,40.0,1859.38,4090.64,Part ordered late,Customer escalated delay,,171,Replace,2025-11-03,SUR-51,GAR-185
DPRT-012981,67b8107d-d11e-43da-9373-a960f8b3532b,N010976,CLM-01984,HONDA,AMAZE,1.2 SMT i-VTEC,1,Metalic Parts,Quarter Panel Rear Right,19527.16,18110.32,18110.32,28.0,5070.89,25.0,4527.58,18653.63,,Customer escalated delay,,131,Replace,2025-11-03,SUR-51,GAR-185
DPRT-012982,af4c2530-afeb-47c3-8c14-39d65e4df0cd,N010976,CLM-01984,HONDA,AMAZE,1.2 SMT i-VTEC,1,Metalic Parts,Fender Panel Front Right,4900.63,4548.78,4548.78,18.0,818.78,40.0,1819.51,3548.05,Rush job,Customer escalated delay,,194,Replace,2025-11-03,SUR-51,GAR-185
DPRT-012983,97c95155-b12c-4a70-85fd-5e48ea0b39a7,N161523,CLM-01985,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 ZX MT 7 STR,3,Rubber Plastic Parts,Bumper Front Assembly,6713.2,6304.86,6304.86,28.0,1765.36,40.0,2521.94,5548.28,,Surveyor noted minor scratch,,341,Replace,2025-11-03,SUR-33,GAR-190
DPRT-012984,ef0e032d-1e9a-47c7-8358-8a9f7377091e,N161523,CLM-01985,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 ZX MT 7 STR,3,Rubber Plastic Parts,Grille Radiator Lower,2544.07,2406.89,2406.89,28.0,673.93,40.0,962.76,2118.06,,,,389,Replace,2025-11-03,SUR-33,GAR-190
DPRT-012985,d4082482-2f0a-4bb8-a818-04d38ef81ede,N161523,CLM-01985,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 ZX MT 7 STR,6,Consumable,CLIP,523.47,484.91,484.91,28.0,135.77,35.0,169.72,450.96,Part ordered late,Customer escalated delay,,522,Replace,2025-11-03,SUR-33,GAR-190
DPRT-012986,bfaa8245-03be-47bd-9748-3d8729d886ef,N161523,CLM-01985,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 ZX MT 7 STR,3,Rubber Plastic Parts,Head Light Left,23489.36,21476.54,21476.54,28.0,6013.43,40.0,8590.62,18899.35,Pre-existing damage suspected,Surveyor noted minor scratch,,328,Replace,2025-11-03,SUR-33,GAR-190
DPRT-012987,560ed6d5-be1e-4a69-9745-fe4120437594,N161521,CLM-01986,HONDA,AMAZE,1.2 SMT i-VTEC,1,Metalic Parts,Bonnet|Hood Assembly,14850.85,13557.29,13557.29,28.0,3796.04,40.0,5422.92,11930.41,Part ordered late,,,181,Replace,2025-11-03,SUR-45,GAR-195
DPRT-012988,410ae3fa-7007-4fff-81e6-e917b5251208,N161521,CLM-01986,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Head Light Right,20390.47,19410.34,19410.34,18.0,3493.86,40.0,7764.14,15140.06,Rush job,Customer escalated delay,,367,Replace,2025-11-03,SUR-45,GAR-195
DPRT-012989,ca1b530a-8941-47ca-b303-afa584f955d8,N161521,CLM-01986,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Bracket 2,587.71,537.24,537.24,28.0,150.43,40.0,214.9,472.77,Part ordered late,,,319,Replace,2025-11-03,SUR-45,GAR-195
DPRT-012990,fea67361-301a-43ed-ba45-da9fef6b6b61,N161521,CLM-01986,HONDA,AMAZE,1.2 SMT i-VTEC,4,Glass Parts,Windshield Glass Front,15684.24,14803.47,14803.47,28.0,4144.97,35.0,5181.21,13767.23,Pre-existing damage suspected,Customer escalated delay,,407,Replace,2025-11-03,SUR-45,GAR-195
DPRT-012991,87c151a2-830d-4f90-ba4a-63b35ae363bc,N161521,CLM-01986,HONDA,AMAZE,1.2 SMT i-VTEC,1,Metalic Parts,Fender Panel Front Left,4933.88,4654.12,4654.12,18.0,837.74,40.0,1861.65,3630.21,,Surveyor noted minor scratch,,171,Replace,2025-11-03,SUR-45,GAR-195
DPRT-012992,0ddf98d5-8ae1-42c3-8f5f-2df16a21b661,N161521,CLM-01986,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Bumper Front Assembly,6539.05,6017.35,6017.35,18.0,1083.12,0.0,0.0,7100.47,Part ordered late,Customer escalated delay,,341,Replace,2025-11-03,SUR-45,GAR-195
DPRT-012993,f6763880-e282-4aa2-9efd-38ab124725c0,N161521,CLM-01986,HONDA,AMAZE,1.2 SMT i-VTEC,1,Metalic Parts,AC Condenser Assembly,12541.13,11554.11,11554.11,28.0,3235.15,40.0,4621.64,10167.62,,Customer escalated delay,,133,Replace,2025-11-03,SUR-45,GAR-195
DPRT-012994,a0112c9a-dc32-40b0-8c43-cdc0f0c2cbab,N161521,CLM-01986,HONDA,AMAZE,1.2 SMT i-VTEC,1,Metalic Parts,Carrier Radiator Support Upper Member,3109.62,2910.06,2910.06,18.0,523.81,25.0,727.52,2706.35,Rush job,,,176,Replace,2025-11-03,SUR-45,GAR-195
DPRT-012995,5754feb3-3bbc-4ca1-bf34-369dc355dbbf,N003274,CLM-01987,MARUTI,SWIFT,VDI (DIESEL),3,Rubber Plastic Parts,Bracket Front Bumper Right,268.42,247.9,247.9,28.0,69.41,40.0,99.16,218.15,Rush job,,,342,Replace,2025-11-03,SUR-19,GAR-142
DPRT-012996,74a15a91-8c34-41e4-9c5e-648b1b87e301,N003274,CLM-01987,MARUTI,SWIFT,VDI (DIESEL),3,Rubber Plastic Parts,Head Light Right,19061.88,17364.66,17364.66,18.0,3125.64,40.0,6945.86,13544.44,,,,367,Replace,2025-11-03,SUR-19,GAR-142
DPRT-012997,ca75dcd6-05e4-4851-9f24-3b63ca0c3cd6,N003274,CLM-01987,MARUTI,SWIFT,VDI (DIESEL),1,Metalic Parts,Apron Fender Right,9508.99,9035.61,9035.61,28.0,2529.97,40.0,3614.24,7951.34,Pre-existing damage suspected,Customer escalated delay,,137,Replace,2025-11-03,SUR-19,GAR-142
DPRT-012998,1f1f35a3-a241-4a46-8776-5a91e301fdb5,N055527,CLM-01988,MARUTI,ALTO,K10 VXI,1,Metalic Parts,Dicky | Trunk Assembly,16024.94,14879.48,14879.48,18.0,2678.31,40.0,5951.79,11606.0,Pre-existing damage suspected,,,198,Replace,2025-11-03,SUR-16,GAR-149
DPRT-012999,44e6138d-e5ec-4a08-8e9d-15835f2f2796,N055527,CLM-01988,MARUTI,ALTO,K10 VXI,3,Rubber Plastic Parts,Bumper Rear Assembly,6982.22,6499.51,6499.51,28.0,1819.86,0.0,0.0,8319.37,,,,347,Replace,2025-11-03,SUR-16,GAR-149
DPRT-013000,ea1d7a28-f2fa-481d-8d3f-e6a20fb0b83c,N055527,CLM-01988,MARUTI,ALTO,K10 VXI,3,Rubber Plastic Parts,Bracket 1,478.38,437.97,437.97,28.0,122.63,15.0,65.7,494.9,Rush job,Surveyor noted minor scratch,,360,Replace,2025-11-03,SUR-16,GAR-149
DPRT-013001,0f222207-ac41-4c77-b6ee-8596fd5ade4e,N055527,CLM-01988,MARUTI,ALTO,K10 VXI,3,Rubber Plastic Parts,Bracket 2,497.18,460.59,460.59,0.0,0.0,40.0,184.24,276.35,Pre-existing damage suspected,,,319,Replace,2025-11-03,SUR-16,GAR-149
DPRT-013002,c2dd0b66-3cd4-4d83-a812-09abba244da7,N055527,CLM-01988,MARUTI,ALTO,K10 VXI,3,Rubber Plastic Parts,Bumper Front Assembly,5450.52,5158.83,5158.83,28.0,1444.47,0.0,0.0,6603.3,Pre-existing damage suspected,Surveyor noted minor scratch,,341,Replace,2025-11-03,SUR-16,GAR-149
DPRT-013003,e8c80db4-48ce-43d4-816a-8ef5377e6c8a,N055527,CLM-01988,MARUTI,ALTO,K10 VXI,3,Rubber Plastic Parts,Tail Light Left,6119.55,5822.66,5822.66,28.0,1630.34,5.0,291.13,7161.87,Part ordered late,Surveyor noted minor scratch,,326,Replace,2025-11-03,SUR-16,GAR-149
DPRT-013004,37c4f3fe-4fee-4781-a461-5edfc1c10860,N055527,CLM-01988,MARUTI,ALTO,K10 VXI,3,Rubber Plastic Parts,Tail Light Right,6185.44,5637.27,5637.27,18.0,1014.71,40.0,2254.91,4397.07,,Customer escalated delay,,336,Replace,2025-11-03,SUR-16,GAR-149
DPRT-013005,c5406f2d-2bb8-43c1-9da8-c77a76244f61,N055527,CLM-01988,MARUTI,ALTO,K10 VXI,3,Rubber Plastic Parts,Head Light Left,18857.21,17572.78,17572.78,28.0,4920.38,0.0,0.0,22493.16,,,,328,Replace,2025-11-03,SUR-16,GAR-149
DPRT-013006,1b6e45fa-0d00-4236-822a-b3a1bee5d377,N055527,CLM-01989,HYUNDAI,CRETA,1.4 E Plus,3,Rubber Plastic Parts,Head Light Right,21518.62,19933.88,19933.88,28.0,5581.49,25.0,4983.47,20531.9,Part ordered late,,,367,Replace,2025-11-03,SUR-39,GAR-104
DPRT-013007,4e9f31de-0e84-4efb-aca5-f7fd9c14d2c3,N055527,CLM-01989,HYUNDAI,CRETA,1.4 E Plus,1,Metalic Parts,Fender Panel Front Left,5043.93,4779.66,4779.66,28.0,1338.3,40.0,1911.86,4206.1,,,,171,Replace,2025-11-03,SUR-39,GAR-104
DPRT-013008,1e1db7f0-ca3b-4090-90eb-0d605964aac1,N055527,CLM-01989,HYUNDAI,CRETA,1.4 E Plus,3,Rubber Plastic Parts,Bracket 1,571.04,524.63,524.63,28.0,146.9,40.0,209.85,461.68,Part ordered late,,,360,Replace,2025-11-03,SUR-39,GAR-104
DPRT-013009,a083ae42-4eb8-4c8e-853a-f561f342c6ef,N055527,CLM-01989,HYUNDAI,CRETA,1.4 E Plus,3,Rubber Plastic Parts,Carrier Bulkhead Radiator Support,14751.6,13834.35,13834.35,28.0,3873.62,40.0,5533.74,12174.23,Part ordered late,Customer escalated delay,,321,Replace,2025-11-03,SUR-39,GAR-104
DPRT-013010,ed688139-c1a1-40af-8f5c-22d976f19a98,N055527,CLM-01989,HYUNDAI,CRETA,1.4 E Plus,1,Metalic Parts,Hinge Bonnet|Hood Right,1145.18,1057.27,1057.27,28.0,296.04,0.0,0.0,1353.31,Part ordered late,Surveyor noted minor scratch,,104,Replace,2025-11-03,SUR-39,GAR-104
DPRT-013011,aa0941e4-0dbd-4a06-a308-c49458c40920,N055527,CLM-01989,HYUNDAI,CRETA,1.4 E Plus,1,Metalic Parts,Bonnet|Hood Assembly,14955.88,13922.96,13922.96,18.0,2506.13,25.0,3480.74,12948.35,Pre-existing damage suspected,Customer escalated delay,,181,Replace,2025-11-03,SUR-39,GAR-104
DPRT-013012,ecf959ed-e7d4-4bd9-97a2-673951fc3a86,N055527,CLM-01989,HYUNDAI,CRETA,1.4 E Plus,3,Rubber Plastic Parts,Radiator Assembly,9093.14,8461.83,8461.83,28.0,2369.31,40.0,3384.73,7446.41,Rush job,,,342,Replace,2025-11-03,SUR-39,GAR-104
DPRT-013013,0978fafd-d0a3-41e4-b019-98a9158ce10f,N000706,CLM-01990,MARUTI,VITARA BREZZA,ZDI PLUS,1,Metalic Parts,Door Front Right,17324.45,15880.44,15880.44,18.0,2858.48,5.0,794.02,17944.9,,,,198,Replace,2025-11-03,SUR-41,GAR-100
DPRT-013014,89a13002-81c3-48e3-9cfe-9c9897fe52af,N000706,CLM-01990,MARUTI,VITARA BREZZA,ZDI PLUS,3,Rubber Plastic Parts,Bracket Front Bumper Left,285.21,264.16,264.16,28.0,73.96,40.0,105.66,232.46,,,,324,Replace,2025-11-03,SUR-41,GAR-100
DPRT-013015,567efee4-5d22-40b2-b605-f7b0e7651d2e,N000706,CLM-01990,MARUTI,VITARA BREZZA,ZDI PLUS,3,Rubber Plastic Parts,Bumper Rear Assembly,7028.19,6534.4,6534.4,28.0,1829.63,5.0,326.72,8037.31,Pre-existing damage suspected,Surveyor noted minor scratch,,347,Replace,2025-11-03,SUR-41,GAR-100
DPRT-013016,2dcf78a1-3a17-4ff7-8f2e-ef8158c16dfb,N000706,CLM-01990,MARUTI,VITARA BREZZA,ZDI PLUS,1,Metalic Parts,Bonnet|Hood Assembly,12547.25,11685.41,11685.41,28.0,3271.91,40.0,4674.16,10283.16,Pre-existing damage suspected,Customer escalated delay,,181,Replace,2025-11-03,SUR-41,GAR-100
DPRT-013017,5536b9fd-eecb-4da5-9191-c29ab737169b,N000706,CLM-01990,MARUTI,VITARA BREZZA,ZDI PLUS,3,Rubber Plastic Parts,Side Rear View Mirror Outer Assembly Right,8231.84,7812.48,7812.48,28.0,2187.49,0.0,0.0,9999.97,,,,304,Replace,2025-11-03,SUR-41,GAR-100
DPRT-013018,41ce96fa-1aeb-423c-a941-3f96bfd99555,N010977,CLM-01991,MARUTI,SWIFT,1.2 VXi BS IV,1,Metalic Parts,Bonnet|Hood Assembly,12673.03,11967.27,11967.27,18.0,2154.11,0.0,0.0,14121.38,Pre-existing damage suspected,Customer escalated delay,,181,Replace,2025-11-03,SUR-51,GAR-114
DPRT-013019,c65b3edb-88ca-4c27-bcd4-9bc2319f6019,N010977,CLM-01991,MARUTI,SWIFT,1.2 VXi BS IV,1,Metalic Parts,AC Condenser Assembly,10965.92,10199.03,10199.03,28.0,2855.73,40.0,4079.61,8975.15,Rush job,Surveyor noted minor scratch,,133,Replace,2025-11-03,SUR-51,GAR-114
DPRT-013020,b845bdaa-3edb-4e57-ae3d-9de33b9d78ad,N010977,CLM-01991,MARUTI,SWIFT,1.2 VXi BS IV,1,Metalic Parts,Fender Panel Front Left,4397.47,4108.28,4108.28,18.0,739.49,40.0,1643.31,3204.46,Part ordered late,Surveyor noted minor scratch,,171,Replace,2025-11-03,SUR-51,GAR-114
DPRT-013021,92313077-93a6-436b-a02d-54f4cb73ffec,N010977,CLM-01991,MARUTI,SWIFT,1.2 VXi BS IV,3,Rubber Plastic Parts,Bumper Rear Assembly,7058.76,6692.01,6692.01,28.0,1873.76,40.0,2676.8,5888.97,Part ordered late,Surveyor noted minor scratch,,347,Replace,2025-11-03,SUR-51,GAR-114
DPRT-013022,934b3824-2adb-4212-b07b-d820652bf571,N010977,CLM-01991,MARUTI,SWIFT,1.2 VXi BS IV,1,Metalic Parts,Door Front Left,17042.7,15587.33,15587.33,18.0,2805.72,40.0,6234.93,12158.12,Rush job,Customer escalated delay,,182,Replace,2025-11-03,SUR-51,GAR-114
DPRT-013023,e0ba5e9d-657e-45c5-aeb2-f26484d20645,N010977,CLM-01991,MARUTI,SWIFT,1.2 VXi BS IV,3,Rubber Plastic Parts,Head Light Left,19077.9,18093.24,18093.24,28.0,5066.11,25.0,4523.31,18636.04,Rush job,Surveyor noted minor scratch,,328,Replace,2025-11-03,SUR-51,GAR-114
DPRT-013024,86c6b490-1204-435e-986e-07e17253da0e,N010977,CLM-01991,MARUTI,SWIFT,1.2 VXi BS IV,3,Rubber Plastic Parts,Grille Radiator Upper,5434.73,5066.84,5066.84,28.0,1418.72,40.0,2026.74,4458.82,,Customer escalated delay,,384,Replace,2025-11-03,SUR-51,GAR-114
DPRT-013025,e7c0c99c-b53c-4840-bc10-ecceb9e6714d,N055527,CLM-01992,HONDA,CITY,1.5 V MT,3,Rubber Plastic Parts,Skid Plate Bumper Front,6478.1,6036.85,6036.85,28.0,1690.32,40.0,2414.74,5312.43,Rush job,Customer escalated delay,,385,Replace,2025-11-03,SUR-13,GAR-111
DPRT-013026,9497db3a-805e-48af-822f-30ef89c8982d,N055527,CLM-01992,HONDA,CITY,1.5 V MT,1,Metalic Parts,Lower Arm Front Right,3857.24,3663.79,3663.79,18.0,659.48,40.0,1465.52,2857.75,Pre-existing damage suspected,Surveyor noted minor scratch,,196,Replace,2025-11-03,SUR-13,GAR-111
DPRT-013027,f144bb0d-40d9-4446-a699-83d41bc259ad,N055527,CLM-01992,HONDA,CITY,1.5 V MT,1,Metalic Parts,Bonnet|Hood Assembly,13805.79,12673.13,12673.13,28.0,3548.48,40.0,5069.25,11152.36,Pre-existing damage suspected,Surveyor noted minor scratch,,181,Replace,2025-11-03,SUR-13,GAR-111
DPRT-013028,4f3d5f3b-24cd-4a3f-a852-374b8ecfa152,N055527,CLM-01992,HONDA,CITY,1.5 V MT,1,Metalic Parts,Fender Panel Front Left,4628.97,4350.6,4350.6,18.0,783.11,40.0,1740.24,3393.47,,Customer escalated delay,,171,Replace,2025-11-03,SUR-13,GAR-111
DPRT-013029,760effdf-2877-43a0-a1f2-52bfd540a730,N055527,CLM-01992,HONDA,CITY,1.5 V MT,1,Metalic Parts,Hinge Bonnet|Hood Right,1013.48,962.36,962.36,28.0,269.46,0.0,0.0,1231.82,Rush job,Customer escalated delay,,104,Replace,2025-11-03,SUR-13,GAR-111
DPRT-013030,7352e59e-55d1-42f6-a13f-b7889d2fe53a,N055527,CLM-01992,HONDA,CITY,1.5 V MT,3,Rubber Plastic Parts,Tail Light Right,6691.09,6146.58,6146.58,28.0,1721.04,0.0,0.0,7867.62,,Surveyor noted minor scratch,,336,Replace,2025-11-03,SUR-13,GAR-111
DPRT-013031,e3e582d3-b039-414b-96ce-76ab44d34997,N161521,CLM-01993,MARUTI,SWIFT DZIRE,VDI,3,Rubber Plastic Parts,Cover Fog Light Right,1002.12,935.45,935.45,28.0,261.93,25.0,233.86,963.52,Rush job,Surveyor noted minor scratch,,385,Replace,2025-11-03,SUR-24,GAR-114
DPRT-013032,55f2ab1e-0251-464b-b80d-36325d9f26f8,N161521,CLM-01993,MARUTI,SWIFT DZIRE,VDI,3,Rubber Plastic Parts,Moulding Front Windshield,923.27,867.02,867.02,28.0,242.77,40.0,346.81,762.98,Rush job,,,385,Replace,2025-11-03,SUR-24,GAR-114
DPRT-013033,510effc3-6729-4373-ac6b-dedbf91d1f10,N161521,CLM-01993,MARUTI,SWIFT DZIRE,VDI,3,Rubber Plastic Parts,Grille Radiator Upper,5414.08,4977.22,4977.22,28.0,1393.62,40.0,1990.89,4379.95,,,,384,Replace,2025-11-03,SUR-24,GAR-114
DPRT-013034,1e76e65b-acb2-4aa8-a5c1-7da17817e73c,N161521,CLM-01993,MARUTI,SWIFT DZIRE,VDI,3,Rubber Plastic Parts,Fog Light Front Right,4971.26,4730.52,4730.52,28.0,1324.55,0.0,0.0,6055.07,Part ordered late,Surveyor noted minor scratch,,332,Replace,2025-11-03,SUR-24,GAR-114
DPRT-013035,480156f0-e987-4e2c-abd4-5056d6354cca,N161521,CLM-01993,MARUTI,SWIFT DZIRE,VDI,1,Metalic Parts,Hinge Bonnet|Hood Left,963.63,885.68,885.68,28.0,247.99,40.0,354.27,779.4,Part ordered late,Customer escalated delay,,189,Replace,2025-11-03,SUR-24,GAR-114
DPRT-013036,f5d17b0a-c33a-4ea6-9201-1cbb2a6c01f6,N161521,CLM-01993,MARUTI,SWIFT DZIRE,VDI,3,Rubber Plastic Parts,Bumper Front Assembly,5622.94,5217.67,5217.67,28.0,1460.95,15.0,782.65,5895.97,Rush job,,,341,Replace,2025-11-03,SUR-24,GAR-114
DPRT-013037,3e784cf9-a111-4e83-bd63-8ff71225d9e2,N161521,CLM-01993,MARUTI,SWIFT DZIRE,VDI,1,Metalic Parts,Bonnet|Hood Assembly,12670.98,11755.59,11755.59,28.0,3291.57,10.0,1175.56,13871.6,Rush job,Customer escalated delay,,181,Replace,2025-11-03,SUR-24,GAR-114
DPRT-013038,03670357-d6d4-4f0d-8e46-0a321896c646,N161521,CLM-01993,MARUTI,SWIFT DZIRE,VDI,3,Rubber Plastic Parts,Bracket Front Bumper Left,283.22,265.74,265.74,18.0,47.83,40.0,106.3,207.27,Part ordered late,Surveyor noted minor scratch,,324,Replace,2025-11-03,SUR-24,GAR-114
DPRT-013039,7d7fd62f-1dce-4b60-9298-96f80f869902,N010976,CLM-01994,MARUTI,VITARA BREZZA,ZDI PLUS,1,Metalic Parts,Door Rear Right,19179.7,17514.86,17514.86,28.0,4904.16,10.0,1751.49,20667.53,Part ordered late,,,187,Replace,2025-11-03,SUR-12,GAR-142
DPRT-013040,08e5c718-cbc9-47b8-81d1-7f9435954cf1,N010976,CLM-01994,MARUTI,VITARA BREZZA,ZDI PLUS,1,Metalic Parts,Door Front Right,16428.43,15479.13,15479.13,28.0,4334.16,0.0,0.0,19813.29,Part ordered late,Surveyor noted minor scratch,,198,Replace,2025-11-03,SUR-12,GAR-142
DPRT-013041,40707f43-418d-4749-a038-a8a1440872e2,N010976,CLM-01994,MARUTI,VITARA BREZZA,ZDI PLUS,1,Metalic Parts,A Pillar Front Right,9938.49,9374.36,9374.36,18.0,1687.38,40.0,3749.74,7312.0,Part ordered late,,,104,Replace,2025-11-03,SUR-12,GAR-142
DPRT-013042,d3e2f39f-fe11-4ab2-81ca-5c36cf45d3de,N003410,CLM-01995,HONDA,AMAZE,1.2 VXMT i-VTEC,1,Metalic Parts,Bonnet|Hood Assembly,14040.79,12851.2,12851.2,28.0,3598.34,40.0,5140.48,11309.06,Part ordered late,Customer escalated delay,,181,Replace,2025-11-03,SUR-18,GAR-173
DPRT-013043,70caa1c3-3b56-4913-9814-50844bfc1603,N003410,CLM-01995,HONDA,AMAZE,1.2 VXMT i-VTEC,1,Metalic Parts,Hinge Bonnet|Hood Right,1048.68,975.89,975.89,18.0,175.66,40.0,390.36,761.19,Pre-existing damage suspected,,,104,Replace,2025-11-03,SUR-18,GAR-173
DPRT-013044,ad97c9f1-9476-4396-b676-b285d52bf8dd,N003410,CLM-01995,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Head Light Right,19777.02,18399.42,18399.42,28.0,5151.84,40.0,7359.77,16191.49,Pre-existing damage suspected,,,367,Replace,2025-11-03,SUR-18,GAR-173
DPRT-013045,978972d6-91b5-41d0-b777-6953c08e2bdf,N003410,CLM-01995,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Carrier Bulkhead Radiator Support,13468.62,12769.42,12769.42,28.0,3575.44,0.0,0.0,16344.86,Rush job,,,321,Replace,2025-11-03,SUR-18,GAR-173
DPRT-013046,7263d707-0259-4fc4-95d0-9294836fb2c0,N003410,CLM-01995,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Bumper Front Assembly,6099.23,5703.95,5703.95,28.0,1597.11,40.0,2281.58,5019.48,,Customer escalated delay,,341,Replace,2025-11-03,SUR-18,GAR-173
DPRT-013047,30a0721f-50a1-40b4-9d0a-41edfb1d22f8,N003274,CLM-01996,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Fender Wheel Well Lining|Guard|Cover Right,1318.86,1214.84,1214.84,28.0,340.16,40.0,485.94,1069.06,Rush job,,,353,Replace,2025-11-03,SUR-36,GAR-118
DPRT-013048,0c315414-54ec-4db5-bdc2-0378000717ce,N003274,CLM-01996,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Fog Light Front Right,5264.92,4997.94,4997.94,28.0,1399.42,40.0,1999.18,4398.18,Rush job,Surveyor noted minor scratch,,332,Replace,2025-11-03,SUR-36,GAR-118
DPRT-013049,a09075b6-e836-4960-95cd-a4c6d8c47561,N003274,CLM-01996,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Bracket Front Bumper Right,273.83,253.86,253.86,28.0,71.08,40.0,101.54,223.4,Pre-existing damage suspected,Surveyor noted minor scratch,,342,Replace,2025-11-03,SUR-36,GAR-118
DPRT-013050,076e721c-d6b1-42ee-8edf-45e4eb7d426e,N003274,CLM-01996,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Cover Fog Light Right,1044.28,988.33,988.33,18.0,177.9,40.0,395.33,770.9,Rush job,Customer escalated delay,,385,Replace,2025-11-03,SUR-36,GAR-118
DPRT-013051,320cd8a0-8971-4099-8029-da019cf0f555,N003274,CLM-01996,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Cover Fog Light Left,1134.7,1080.41,1080.41,18.0,194.47,0.0,0.0,1274.88,Pre-existing damage suspected,,,373,Replace,2025-11-03,SUR-36,GAR-118
DPRT-013052,3dc2668b-4f2b-4380-8afe-fcbf306aa174,N003274,CLM-01996,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Side Rear View Mirror Outer Assembly Left,9104.58,8590.35,8590.35,28.0,2405.3,40.0,3436.14,7559.51,Rush job,Surveyor noted minor scratch,,306,Replace,2025-11-03,SUR-36,GAR-118
